state_name,county_name,fips_code_lz,dem_votes_actuals,dem_votes_preds,gop_votes_actuals,gop_votes_preds,dem_diff,dem_perc_diff,gop_diff,gop_perc_diff
Idaho,Butte County,16023,185,208.7561477,1268,1203.822269,-23.7561477,-0.113798554,64.177731,0.053311633
Idaho,Camas County,16025,153,122.7775499,547,496.6503732,30.2224501,0.246156159,50.3496268,0.101378413
Idaho,Canyon County,16027,25669,23044.65775,72755,64985.15189,2624.34225,0.113880721,7769.84811,0.119563437
Idaho,Caribou County,16029,445,356.2059814,2906,2801.056116,88.7940186,0.249277169,104.943884,0.037465827
Idaho,Cassia County,16031,1359,988.9655464,7959,7591.391068,370.0344536,0.374163139,367.608932,0.048424449
Idaho,Clark County,16033,50,45.90949447,280,253.3020642,4.09050553,0.089099337,26.6979358,0.105399598
Idaho,Clearwater County,16035,774,802.5281924,3550,3388.984678,-28.5281924,-0.035547901,161.015322,0.047511375
Idaho,Custer County,16037,586,563.3976015,1998,2176.556982,22.6023985,0.040118024,-178.556982,-0.082036438
Idaho,Elmore County,16039,2611,2490.3207,7791,7670.938539,120.6793,0.048459341,120.061461,0.01565147
Idaho,Franklin County,16041,703,312.4183587,6279,5688.164388,390.5816413,1.250187866,590.835612,0.103871051
Idaho,Fremont County,16043,954,722.8894354,5645,5494.511435,231.1105646,0.31970389,150.488565,0.027388889
Idaho,Gem County,16045,1699,1551.940197,8707,8486.375304,147.059803,0.094758679,220.624696,0.025997518
Idaho,Gooding County,16047,1100,1079.966067,4676,4608.070992,20.033933,0.018550521,67.929008,0.014741311
Idaho,Idaho County,16049,1460,1422.277987,8148,8237.43775,37.722013,0.02652225,-89.43775,-0.010857472
Idaho,Jefferson County,16051,1891,1075.512929,13481,13315.03872,815.487071,0.758230839,165.96128,0.012464198
Idaho,Jerome County,16053,1742,1849.641557,6012,5725.832439,-107.641557,-0.058195901,286.167561,0.049978333
Idaho,Kootenai County,16055,22113,25100.14677,72059,72299.54592,-2987.14677,-0.119009136,-240.54592,-0.003327074
Idaho,Latah County,16057,9039,10278.25747,10669,9251.848358,-1239.25747,-0.120570775,1417.151642,0.153174975
Idaho,Lemhi County,16059,1038,912.6523917,3716,3677.068879,125.3476083,0.137344305,38.931121,0.010587542
Idaho,Lewis County,16061,305,316.6885434,1503,1399.158048,-11.6885434,-0.03690864,103.841952,0.074217457
Idaho,Lincoln County,16063,392,354.2709444,1466,1429.435225,37.7290556,0.106497742,36.564775,0.025579875
Idaho,Madison County,16065,2767,1384.111678,13925,13851.79506,1382.888322,0.999116144,73.20494,0.00528487
Idaho,Minidoka County,16067,1373,1279.862335,6401,6105.282633,93.137665,0.072771627,295.717367,0.048436311
Idaho,Nez Perce County,16069,5928,6344.378637,13707,13129.6832,-416.378637,-0.065629538,577.3168,0.043970353
Idaho,Oneida County,16071,253,189.0754969,2119,2117.819017,63.9245031,0.338089833,1.180983,0.000557641
Idaho,Owyhee County,16073,756,627.4642354,4101,3962.809203,128.5357646,0.204849547,138.190797,0.034871928
Idaho,Payette County,16075,2064,1734.984703,9458,9303.386252,329.015297,0.189635849,154.613748,0.016619083
Idaho,Power County,16077,785,867.3095272,2146,2178.966203,-82.3095272,-0.094902137,-32.966203,-0.015129286
Idaho,Shoshone County,16079,1472,1648.738816,4500,3492.678055,-176.738816,-0.10719637,1007.321945,0.288409618
Idaho,Teton County,16081,3463,3591.129265,3005,3372.628721,-128.129265,-0.03567938,-367.628721,-0.109003615
Idaho,Twin Falls County,16083,9064,7462.22818,27304,25403.6062,1601.77182,0.214650609,1900.3938,0.074808033
Idaho,Valley County,16085,2869,2835.728769,4214,3829.983586,33.271231,0.011732868,384.016414,0.100265812
Idaho,Washington County,16087,1010,871.4506874,4429,4093.803992,138.5493126,0.15898698,335.196008,0.081878861
Illinois,Adams County,17001,8111,8055.973389,23161,23629.85935,55.026611,0.006830535,-468.85935,-0.019841817
Illinois,Alexander County,17003,904,1073.782472,1341,1403.212312,-169.782472,-0.158116263,-62.212312,-0.044335637
Illinois,Bond County,17005,2117,2084.538102,5692,5425.477592,32.461898,0.015572706,266.522408,0.04912423
Illinois,Boone County,17007,10159,11254.99674,13673,14561.58253,-1095.99674,-0.097378681,-888.58253,-0.061022387
Illinois,Brown County,17009,467,519.6698756,1938,1765.34689,-52.6698756,-0.101352566,172.65311,0.097801237
Illinois,Bureau County,17011,5900,6305.23671,9784,9891.816348,-405.23671,-0.064269865,-107.816348,-0.01089955
Illinois,Calhoun County,17013,560,764.2346063,2059,1721.021363,-204.2346063,-0.26724072,337.978637,0.196382592
Illinois,Carroll County,17015,2600,2359.719436,5082,4657.50252,240.280564,0.101825904,424.49748,0.091142727
Illinois,Cass County,17017,1438,1613.622686,3712,3160.21245,-175.622686,-0.108837517,551.78755,0.174604574
Illinois,Champaign County,17019,54314,58748.28576,32965,37043.78172,-4434.28576,-0.075479407,-4078.78172,-0.110107055
Illinois,Christian County,17021,4026,4781.911845,11278,9757.52306,-755.911845,-0.158077328,1520.47694,0.155826118
Illinois,Clark County,17023,1927,1858.83122,6130,5967.431735,68.16878,0.036672926,162.568265,0.027242585
Illinois,Clay County,17025,1054,1045.145224,5610,5302.478396,8.854776,0.008472292,307.521604,0.057995824
Illinois,Clinton County,17027,4447,4381.120819,14407,14300.25923,65.879181,0.015037061,106.74077,0.007464254
Illinois,Coles County,17029,7495,7759.338486,13606,14148.82584,-264.338486,-0.034067142,-542.82584,-0.038365434
Illinois,Cook County,17031,1447821,1532596.15,583852,409288.6101,-84775.15,-0.055314735,174563.3899,0.426504392
Illinois,Crawford County,17033,2048,1969.364561,6727,6686.077221,78.635439,0.039929346,40.922779,0.006120596
Illinois,Cumberland County,17035,1059,1166.842499,4627,4602.254102,-107.842499,-0.092422498,24.745898,0.005376908
Illinois,DeKalb County,17037,23648,27068.75527,22716,21001.54058,-3420.75527,-0.126372832,1714.45942,0.081634936
Illinois,De Witt County,17039,2058,2038.87929,5529,5476.890616,19.12071,0.009378049,52.109384,0.00951441
Illinois,Douglas County,17041,2198,2109.200424,6076,6004.199241,88.799576,0.042101061,71.800759,0.011958424
Illinois,DuPage County,17043,251164,295975.1102,191243,237369.8943,-44811.1102,-0.151401617,-46126.8943,-0.194324956
Illinois,Edgar County,17045,1816,1744.205443,5955,5660.741609,71.794557,0.041161755,294.258391,0.051982304
Illinois,Edwards County,17047,457,498.2575723,2794,2695.111147,-41.2575723,-0.082803704,98.888853,0.036691939
Illinois,Effingham County,17049,3617,3454.597041,15124,15377.38922,162.402959,0.047010681,-253.38922,-0.016478039
Illinois,Fayette County,17051,1632,1921.560876,7847,7642.014086,-289.560876,-0.150690452,204.985914,0.026823546
Illinois,Ford County,17053,1643,1381.14384,4778,4558.137269,261.85616,0.189593692,219.862731,0.048235215
Illinois,Franklin County,17055,4257,5934.834572,13200,11701.66377,-1677.834572,-0.282709577,1498.33623,0.128044717
Illinois,Fulton County,17057,5980,6265.33982,9827,8361.887586,-285.33982,-0.045542593,1465.112414,0.17521312
Illinois,Gallatin County,17059,561,964.1030854,1923,1498.374327,-403.1030854,-0.418112017,424.625673,0.283390916
Illinois,Greene County,17061,1220,1271.406921,4719,4322.983176,-51.406921,-0.040433098,396.016824,0.091607302
Illinois,Grundy County,17063,9143,9237.335152,16997,17266.6468,-94.335152,-0.010212377,-269.6468,-0.015616628
Illinois,Hamilton County,17065,739,799.0325503,3385,3106.971087,-60.0325503,-0.075131545,278.028913,0.089485517
Illinois,Hancock County,17067,2183,1836.049931,6708,6161.626501,346.950069,0.188965487,546.373499,0.088673583
Illinois,Hardin County,17069,357,542.1576111,1546,1550.661773,-185.1576111,-0.341519896,-4.661773,-0.003006312
Illinois,Henderson County,17071,1026,1223.17568,2369,2231.212236,-197.17568,-0.161199804,137.787764,0.061754665
Illinois,Henry County,17073,9226,9417.849198,15359,14630.68101,-191.849198,-0.020370808,728.31899,0.049780252
Illinois,Iroquois County,17075,2747,2513.623399,10376,10108.87324,233.376601,0.092844696,267.12676,0.026424979
Illinois,Jackson County,17077,11394,12024.59782,10614,11523.10058,-630.59782,-0.052442321,-909.10058,-0.078893747
Illinois,Jasper County,17079,912,957.4816475,4449,4326.787253,-45.4816475,-0.047501326,122.212747,0.02824561
Illinois,Jefferson County,17081,4240,4941.176036,12189,11982.89213,-701.176036,-0.141904686,206.10787,0.017200177
Illinois,Jersey County,17083,2816,2848.75856,8684,8443.259934,-32.75856,-0.011499241,240.740066,0.028512692
Illinois,Jo Daviess County,17085,5051,4795.062867,7136,6643.783961,255.937133,0.053375136,492.216039,0.074086701
Illinois,Johnson County,17087,1241,1319.935903,4798,5305.998653,-78.935903,-0.05980283,-507.998653,-0.095740441
Illinois,Kane County,17089,120077,125670.7297,99260,105338.8729,-5593.7297,-0.044510999,-6078.8729,-0.057707784
Illinois,Kankakee County,17091,18399,19087.64085,28285,28671.19797,-688.64085,-0.03607784,-386.19797,-0.013469893
Illinois,Kendall County,17093,32977,42601.90936,31970,33080.44607,-9624.90936,-0.225926713,-1110.44607,-0.03356805
Illinois,Knox County,17095,9838,10291.53916,11917,10951.4647,-453.53916,-0.044069128,965.5353,0.088164947
Illinois,Lake County,17097,184642,215046.8335,120402,140209.1677,-30404.8335,-0.141387032,-19807.1677,-0.141268706
Illinois,LaSalle County,17099,21029,19765.19982,30717,26907.28244,1263.80018,0.063940673,3809.71756,0.141586857
Illinois,Lawrence County,17101,1283,1267.310267,4715,4506.959792,15.689733,0.012380341,208.040208,0.046159766
Illinois,Lee County,17103,6105,5594.075814,9680,8826.08545,510.924186,0.091333082,853.91455,0.096748956
Illinois,Livingston County,17105,4311,3842.566223,11970,11172.86102,468.433777,0.121906494,797.13898,0.071346003
Illinois,Logan County,17107,3543,3496.111273,8757,8677.061279,46.888727,0.01341168,79.938721,0.009212649
Illinois,McDonough County,17109,4736,5369.954446,6987,7332.292881,-633.954446,-0.118055833,-345.292881,-0.047092074
Illinois,McHenry County,17111,75370,91090.04405,83933,83077.46273,-15720.04405,-0.172576973,855.53727,0.010298067
Illinois,McLean County,17113,44495,48015.17304,40290,44490.40179,-3520.17304,-0.073313763,-4200.40179,-0.094411415
Illinois,Macon County,17115,18009,20505.09541,26562,26902.64393,-2496.09541,-0.121730495,-340.64393,-0.012662099
Illinois,Macoupin County,17117,6892,7871.264235,16065,13403.30198,-979.264235,-0.124410032,2661.69802,0.198585246
Illinois,Madison County,17119,56341,57513.02074,73925,69779.33387,-1172.02074,-0.020378355,4145.66613,0.059411088
Illinois,Marion County,17121,4116,4707.230576,12409,11908.96442,-591.230576,-0.125600513,500.03558,0.041988166
Illinois,Marshall County,17123,1913,1745.059103,4119,3872.779995,167.940897,0.096237942,246.220005,0.06357707
Illinois,Mason County,17125,1773,2058.919073,4464,4185.001418,-285.919073,-0.138868534,278.998582,0.066666305
Illinois,Massac County,17127,1683,1701.534254,4939,4906.965011,-18.534254,-0.010892672,32.034989,0.006528473
Illinois,Menard County,17129,1834,1979.122711,4499,4821.329369,-145.122711,-0.073326788,-322.329369,-0.066854874
Illinois,Mercer County,17131,2950,3342.00907,5215,4936.057587,-392.00907,-0.117297429,278.942413,0.056511175
Illinois,Monroe County,17133,6473,6664.871967,14055,14979.43413,-191.871967,-0.028788545,-924.43413,-0.061713555
Illinois,Montgomery County,17135,3573,3693.589999,9378,8317.59105,-120.589999,-0.032648453,1060.40895,0.127489912
Illinois,Morgan County,17137,4848,4767.596144,9607,9507.32847,80.403856,0.016864653,99.67153,0.010483653
Illinois,Moultrie County,17139,1615,1608.14157,4816,4795.520853,6.85843,0.004264817,20.479147,0.004270474
Illinois,Ogle County,17141,8883,9010.281511,16450,16060.3239,-127.281511,-0.014126252,389.6761,0.024263278
Illinois,Peoria County,17143,40564,38866.64632,36896,37381.3383,1697.35368,0.043671215,-485.3383,-0.012983438
Illinois,Perry County,17145,2146,2857.191996,6949,6474.835168,-711.191996,-0.248912918,474.164832,0.073231954
Illinois,Piatt County,17147,3204,2994.335181,6104,6044.770686,209.664819,0.070020491,59.229314,0.009798439
Illinois,Pike County,17149,1302,1625.362376,6086,5643.899786,-323.362376,-0.198947866,442.100214,0.0783324
Illinois,Pope County,17151,416,463.2401026,1698,1715.264581,-47.2401026,-0.101977576,-17.264581,-0.010065258
Illinois,Pulaski County,17153,769,986.0498818,1583,1469.99924,-217.0498818,-0.22012059,113.00076,0.076871305
Illinois,Putnam County,17155,1254,1357.350827,2014,2029.692941,-103.350827,-0.076141573,-15.692941,-0.007731682
Illinois,Randolph County,17157,3461,3888.270387,10624,10136.52517,-427.270387,-0.109887005,487.47483,0.048090921
Illinois,Richland County,17159,1747,1704.174159,5889,5908.254452,42.825841,0.025129967,-19.254452,-0.003258907
Illinois,Rock Island County,17161,34126,36107.7155,28061,27955.99585,-1981.7155,-0.054883436,105.00415,0.003756051
Illinois,Saline County,17165,2634,2939.67731,7830,7367.771947,-305.67731,-0.103983287,462.228053,0.062736477
Illinois,Sangamon County,17167,46074,46283.67001,50979,52975.27214,-209.67001,-0.004530108,-1996.27214,-0.037683094
Illinois,Schuyler County,17169,961,955.2860576,2720,2543.989725,5.7139424,0.005981394,176.010275,0.069186708
Illinois,Scott County,17171,488,540.1590018,2071,2009.190412,-52.1590018,-0.096562312,61.809588,0.03076343
Illinois,Shelby County,17173,2240,2515.35758,9267,8947.29488,-275.35758,-0.109470551,319.70512,0.035732042
Illinois,Stark County,17175,725,736.0611988,1983,1833.57366,-11.0611988,-0.015027553,149.42634,0.081494593
Illinois,Stephenson County,17177,8278,8131.659516,12347,11622.12297,146.340484,0.017996386,724.87703,0.062370449
Illinois,Tazewell County,17179,24325,23915.26094,42451,43294.64844,409.73906,0.017132954,-843.64844,-0.019486206
Illinois,Union County,17181,2285,2598.508992,5837,6108.800798,-313.508992,-0.12064957,-271.800798,-0.044493315
Illinois,Vermilion County,17183,9254,9360.780699,19777,18093.88971,-106.780699,-0.011407243,1683.11029,0.093020921
Illinois,Wabash County,17185,1200,1214.304493,4095,4099.393666,-14.304493,-0.011779989,-4.393666,-0.001071784
Illinois,Warren County,17187,2711,2956.383774,4579,4420.894999,-245.383774,-0.083001326,158.105001,0.035763121
Illinois,Washington County,17189,1564,1643.672091,5892,6081.303829,-79.672091,-0.048472011,-189.303829,-0.031128823
Illinois,Wayne County,17191,1155,1150.514427,7019,6890.105926,4.485573,0.003898754,128.894074,0.018707125
Illinois,White County,17193,1390,1523.861919,5586,5424.397636,-133.861919,-0.087843864,161.602364,0.029791762
Illinois,Whiteside County,17195,11012,11911.02595,14898,13675.36108,-899.02595,-0.075478465,1222.63892,0.089404507
Illinois,Will County,17197,162874,202081.3667,157672,170194.954,-39207.3667,-0.194017723,-12522.954,-0.073580055
Illinois,Williamson County,17199,9890,10083.83099,22686,22244.63881,-193.83099,-0.019221959,441.36119,0.019841239
Illinois,Winnebago County,17201,59942,67871.67883,59257,54987.77386,-7929.67883,-0.116833397,4269.22614,0.077639552
Illinois,Woodford County,17203,5958,5885.324729,14837,15164.84109,72.675271,0.012348558,-327.84109,-0.021618498
Indiana,Adams County,18001,3179,3155.693613,10528,10801.97547,23.306387,0.007385504,-273.97547,-0.02536346
Indiana,Allen County,18003,69960,66806.96111,90283,84145.86631,3153.03889,0.047196263,6137.13369,0.072934464
Indiana,Bartholomew County,18005,12525,11172.55524,22220,20869.89077,1352.44476,0.121050622,1350.10923,0.064691725
Indiana,Benton County,18007,1010,813.7317979,2873,2672.482919,196.2682021,0.241195198,200.517081,0.075030257
Indiana,Blackford County,18009,1227,1364.405152,3811,3526.629738,-137.405152,-0.100707002,284.370262,0.080635134
Indiana,Boone County,18011,16426,15461.50041,22840,21066.84955,964.49959,0.062380724,1773.15045,0.084167803
Indiana,Brown County,18013,2832,3055.0568,5647,6151.030207,-223.0568,-0.073012325,-504.030207,-0.081942405
Indiana,Carroll County,18015,2120,2002.738329,6902,6886.043541,117.261671,0.05855067,15.956459,0.002317217
Indiana,Cass County,18017,3722,3844.64061,10285,9708.288007,-122.64061,-0.031899109,576.711993,0.059404088
Indiana,Clark County,18019,22810,23142.76437,34734,33068.75232,-332.76437,-0.014378765,1665.24768,0.050357137
Indiana,Clay County,18021,2495,2347.614059,9354,9287.782268,147.385941,0.062781163,66.217732,0.007129553
Indiana,Clinton County,18023,3135,2614.024895,9108,8235.897548,520.975105,0.199299978,872.102452,0.105890396
Indiana,Crawford County,18025,1235,1244.464298,3668,3347.898228,-9.464298,-0.007605118,320.101772,0.095612755
Indiana,Daviess County,18027,1963,1801.841435,9322,9016.412147,161.158565,0.089441036,305.587853,0.033892401
Indiana,Dearborn County,18029,5335,5960.819024,20844,21268.564,-625.819024,-0.104988764,-424.564,-0.019962044
Indiana,Decatur County,18031,2406,2098.459549,9491,9342.142624,307.540451,0.146555339,148.857376,0.015933965
Indiana,DeKalb County,18033,5064,4439.609031,14377,14071.93032,624.390969,0.140640981,305.06968,0.021679306
Indiana,Delaware County,18035,18848,18856.07299,26067,26193.65617,-8.07299,-0.000428137,-126.65617,-0.004835376
Indiana,Dubois County,18037,5944,6022.670608,14983,15243.46793,-78.670608,-0.013062413,-260.46793,-0.017087183
Indiana,Elkhart County,18039,23082,24908.74227,45652,46552.91488,-1826.74227,-0.073337395,-900.91488,-0.019352491
Indiana,Fayette County,18041,2084,2165.648982,7625,7457.184891,-81.648982,-0.037701854,167.815109,0.022503815
Indiana,Floyd County,18043,17025,16347.30451,23408,23249.14503,677.69549,0.0414561,158.85497,0.006832723
Indiana,Fountain County,18045,1526,1490.95062,6311,5831.302559,35.04938,0.023508076,479.697441,0.082262485
Indiana,Franklin County,18047,2061,2170.421086,9810,10312.73028,-109.421086,-0.050414681,-502.73028,-0.048748514
Indiana,Fulton County,18049,2097,2052.550325,6633,6436.909049,44.449675,0.021655827,196.090951,0.030463527
Indiana,Gibson County,18051,3722,4041.322953,11896,11296.43134,-319.322953,-0.079014461,599.56866,0.053075935
Indiana,Grant County,18053,7083,7313.015712,17580,17426.43084,-230.015712,-0.031452922,153.56916,0.008812428
Indiana,Greene County,18055,3270,3301.018828,11132,10808.37646,-31.018828,-0.009396744,323.62354,0.02994192
Indiana,Hamilton County,18057,90394,113350.6231,102318,111794.5797,-22956.6231,-0.202527542,-9476.5797,-0.084767792
Indiana,Hancock County,18059,14312,11980.41436,29288,29867.3101,2331.58564,0.194616444,-579.3101,-0.019396126
Indiana,Harrison County,18061,5233,5836.892924,14830,15714.556,-603.892924,-0.103461368,-884.556,-0.056288959
Indiana,Hendricks County,18063,31917,34390.48419,49783,54502.88554,-2473.48419,-0.071923506,-4719.88554,-0.086598819
Indiana,Henry County,18065,5208,5065.772378,15033,14384.54955,142.227622,0.028076197,648.45045,0.045079649
Indiana,Howard County,18067,12197,12193.66096,25871,25843.33778,3.33904,0.000273834,27.66222,0.001070381
Indiana,Huntington County,18069,4416,3403.734151,12990,12183.62278,1012.265849,0.297398623,806.37722,0.06618534
Indiana,Jackson County,18071,4015,4033.292106,14323,14637.06984,-18.292106,-0.004535279,-314.06984,-0.021457153
Indiana,Jasper County,18073,3489,3445.303598,12082,11774.44941,43.696402,0.012682889,307.55059,0.026120167
Indiana,Jay County,18075,1747,1857.099332,6217,6101.659512,-110.099332,-0.059285645,115.340488,0.018903134
Indiana,Jefferson County,18077,4442,4605.025605,9614,9482.364308,-163.025605,-0.035401672,131.635692,0.013882159
Indiana,Jennings County,18079,2328,2443.552489,9273,9705.338993,-115.552489,-0.047288728,-432.338993,-0.044546511
Indiana,Johnson County,18081,24880,23427.25405,51588,53681.97829,1452.74595,0.062010936,-2093.97829,-0.0390071
Indiana,Knox County,18083,3625,4085.788211,11236,10811.79952,-460.788211,-0.112778291,424.20048,0.039234956
Indiana,Kosciusko County,18085,7995,6981.218696,26213,26262.11702,1013.781304,0.14521552,-49.11702,-0.001870261
Indiana,LaGrange County,18087,2162,2387.535601,8073,8517.631713,-225.535601,-0.094463765,-444.631713,-0.052201331
Indiana,Lake County,18089,109086,111025.6823,97270,77511.75708,-1939.6823,-0.017470573,19758.24292,0.2549064
Indiana,LaPorte County,18091,20007,20484.03404,26726,24769.66882,-477.03404,-0.023288091,1956.33118,0.078980918
Indiana,Lawrence County,18093,5010,4421.819041,15830,15312.59597,588.180959,0.133017872,517.40403,0.033789439
Indiana,Madison County,18095,19824,19359.12044,34837,31780.86249,464.87956,0.024013465,3056.13751,0.096162825
Indiana,Marion County,18097,221719,243794.9457,124327,138067.6294,-22075.9457,-0.090551285,-13740.6294,-0.099521006
Indiana,Marshall County,18099,5356,5211.774064,13837,13507.64124,144.225936,0.027673098,329.35876,0.024383144
Indiana,Martin County,18101,933,1029.508865,3961,3870.161696,-96.508865,-0.093742626,90.838304,0.023471449
Indiana,Miami County,18103,3046,2927.453559,10670,10500.55695,118.546441,0.04049473,169.44305,0.016136577
Indiana,Monroe County,18105,37213,43923.64051,21004,23565.55902,-6710.64051,-0.152779697,-2561.55902,-0.108699268
Indiana,Montgomery County,18107,4134,3339.124714,12122,11786.88453,794.875286,0.238048996,335.11547,0.028431217
Indiana,Morgan County,18109,7765,6699.786105,26965,28692.06825,1065.213895,0.158992224,-1727.06825,-0.06019323
Indiana,Newton County,18111,1370,1391.402521,5131,4945.540666,-21.402521,-0.015381977,185.459334,0.037500315
Indiana,Noble County,18113,4462,4286.817038,14209,14353.89155,175.182962,0.040865509,-144.89155,-0.010094235
Indiana,Ohio County,18115,666,786.6696664,2381,2487.489469,-120.6696664,-0.153393059,-106.489469,-0.042810018
Indiana,Orange County,18117,1988,2080.499564,6467,6257.145635,-92.499564,-0.044460266,209.854365,0.033538354
Indiana,Owen County,18119,2354,2292.241264,7360,7445.773118,61.758736,0.026942511,-85.773118,-0.011519706
Indiana,Parke County,18121,1371,1512.182725,5158,5334.08922,-141.182725,-0.093363535,-176.08922,-0.03301205
Indiana,Perry County,18123,2970,3623.387189,5549,4145.884558,-653.387189,-0.180324971,1403.115442,0.338435724
Indiana,Pike County,18125,1314,1502.428161,4610,4401.887616,-188.428161,-0.125415754,208.112384,0.047277987
Indiana,Porter County,18127,37213,43789.84434,46109,47667.60144,-6576.84434,-0.150191087,-1558.60144,-0.032697291
Indiana,Posey County,18129,3572,3917.350326,9206,9125.270111,-345.350326,-0.088159163,80.729889,0.008846849
Indiana,Pulaski County,18131,1280,1378.206603,4372,4087.895166,-98.206603,-0.071256808,284.104834,0.069499051
Indiana,Putnam County,18133,3871,3504.500627,12566,12276.91269,366.499373,0.104579628,289.08731,0.023547232
Indiana,Randolph County,18135,2349,2458.330898,8008,8128.429616,-109.330898,-0.04447363,-120.429616,-0.014815853
Indiana,Ripley County,18137,2682,2547.522904,11526,11370.2702,134.477096,0.052787394,155.7298,0.013696227
Indiana,Rush County,18139,1675,1455.92977,5812,5498.685269,219.07023,0.150467581,313.314731,0.056979935
Indiana,Scott County,18143,2389,3037.83002,7633,7026.128084,-648.83002,-0.213583385,606.871916,0.086373591
Indiana,Shelby County,18145,4955,4217.526392,14438,13963.22331,737.473608,0.174859275,474.77669,0.034001941
Indiana,Spencer County,18147,2853,3078.063835,7364,7195.654279,-225.063835,-0.073118638,168.345721,0.023395471
Indiana,Starke County,18149,2436,2460.583747,7889,7299.453207,-24.583747,-0.009991022,589.546793,0.080765884
Indiana,Steuben County,18151,4598,4253.653445,11487,11769.7714,344.346555,0.080953129,-282.7714,-0.024025224
Indiana,Sullivan County,18153,2006,2437.206428,6639,5918.439116,-431.206428,-0.17692651,720.560884,0.121748466
Indiana,Switzerland County,18155,873,1066.454812,3319,2937.318769,-193.454812,-0.181399915,381.681231,0.129942053
Indiana,Tippecanoe County,18157,32683,40746.15113,32783,30879.35771,-8063.15113,-0.19788743,1903.64229,0.061647729
Indiana,Tipton County,18159,1893,1694.17087,5946,5913.954915,198.82913,0.11736073,32.045085,0.005418554
Indiana,Union County,18161,746,706.1495155,2698,2707.45036,39.8504845,0.056433494,-9.45036,-0.003490502
Indiana,Vanderburgh County,18163,31727,28879.66358,41056,41126.68627,2847.33642,0.09859313,-70.68627,-0.001718745
Indiana,Vermillion County,18165,1928,2363.242793,5174,4287.531828,-435.242793,-0.184171848,886.468172,0.20675489
Indiana,Vigo County,18167,16338,16529.73485,23738,21204.20828,-191.73485,-0.011599391,2533.79172,0.119494757
Indiana,Wabash County,18169,3335,3189.150373,10425,10413.33445,145.849627,0.045733067,11.66555,0.001120251
Indiana,Warren County,18171,898,885.3505039,3402,3318.479639,12.6494961,0.014287557,83.520361,0.025168261
Indiana,Warrick County,18173,11292,11656.21053,21280,22630.64001,-364.21053,-0.031246049,-1350.64001,-0.059681918
Indiana,Washington County,18175,2764,3000.183499,9739,9484.334346,-236.183499,-0.078723018,254.665654,0.026851189
Indiana,Wayne County,18177,8828,8447.516615,17526,16132.32066,380.483385,0.045040857,1393.67934,0.086390506
Indiana,Wells County,18179,2850,2870.010634,11006,11142.67764,-20.010634,-0.006972321,-136.67764,-0.01226614
Indiana,White County,18181,2945,2773.297408,7969,7717.262204,171.702592,0.061912794,251.737796,0.032620091
Indiana,Whitley County,18183,4275,3863.759084,13122,12960.95488,411.240916,0.106435445,161.04512,0.012425405
Iowa,Adair County,19001,1086,1083.498293,2916,2755.687813,2.501707,0.002308916,160.312187,0.058175018
Iowa,Adams County,19003,576,512.1591872,1517,1336.292967,63.8408128,0.124650332,180.707033,0.135230101
Iowa,Allamakee County,19005,2350,2440.210755,4857,4441.436761,-90.210755,-0.036968428,415.563239,0.093565047
Iowa,Appanoose County,19007,1686,1912.787633,4704,4191.587531,-226.787633,-0.118563937,512.412469,0.122247827
Iowa,Audubon County,19009,970,1038.644702,2214,1994.686625,-68.644702,-0.066090649,219.313375,0.109948787
Iowa,Benton County,19011,4739,5273.188365,9549,8779.015288,-534.188365,-0.101302728,769.984712,0.087707412
Iowa,Black Hawk County,19013,31299,37207.52712,30572,28907.38755,-5908.52712,-0.158799242,1664.61245,0.057584327
Iowa,Boone County,19015,5895,6017.878022,9199,8062.217849,-122.878022,-0.020418829,1136.782151,0.14100117
Iowa,Bremer County,19017,5571,5833.033509,8799,8599.316257,-262.033509,-0.044922339,199.683743,0.023220886
Iowa,Buchanan County,19019,3766,4289.23314,6790,6199.051616,-523.23314,-0.121987573,590.948384,0.095328837
Iowa,Buena Vista County,19021,2462,2873.388976,4962,4991.577299,-411.388976,-0.143172045,-29.577299,-0.005925441
Iowa,Butler County,19023,2144,2206.92241,5784,5412.931329,-62.92241,-0.028511383,371.068671,0.068552259
Iowa,Calhoun County,19025,1328,1516.615916,3708,3481.946886,-188.615916,-0.124366304,226.053114,0.064921471
Iowa,Carroll County,19027,3153,4106.214154,7814,6759.408223,-953.214154,-0.232139416,1054.591777,0.156018359
Iowa,Cass County,19029,2077,2014.775346,5007,4705.833671,62.224654,0.030884165,301.166329,0.063998507
Iowa,Cedar County,19031,4075,4064.487244,6390,5994.141094,10.512756,0.00258649,395.858906,0.066040972
Iowa,Cerro Gordo County,19033,9955,10374.9709,12627,12361.86752,-419.9709,-0.040479236,265.13248,0.021447607
Iowa,Cherokee County,19035,1611,1798.319722,4398,4308.145972,-187.319722,-0.104163748,89.854028,0.020856774
Iowa,Chickasaw County,19037,1919,2451.50794,4234,3560.040625,-532.50794,-0.217216486,673.959375,0.189312271
Iowa,Clarke County,19039,1265,1409.065423,3140,2986.630141,-144.065423,-0.102241827,153.369859,0.051352143
Iowa,Clay County,19041,2367,2540.066847,6047,5970.176031,-173.066847,-0.068134761,76.823969,0.012867957
Iowa,Clayton County,19043,3017,3333.322592,6255,5620.649778,-316.322592,-0.094897083,634.350222,0.112860656
Iowa,Clinton County,19045,9472,11030.58185,13964,12894.60936,-1558.58185,-0.141296431,1069.39064,0.082933155
